Plik: ./data/had12.dat

Parameters:
pop_size=100,gen=100,Px=0.7,Pm0.01,tour=5,elitism=True

<nr_pokolenia, najlepsza_ocena, srednia_ocen, najgorsza_ocena>

1 uruchomienie
<89,1684,1703,1762>
<90,1676,1702,1748>
<91,1676,1701,1748>
<92,1676,1700,1748>
<93,1676,1701,1748>
<94,1676,1699,1720>
<95,1676,1702,1752>
<96,1676,1705,1778>
<97,1676,1706,1778>
<98,1676,1712,1778>
<99,1676,1709,1778>
<100,1676,1705,1778>
Best: [3 2 10 5 12 6 11 1 8 7 4 9],1676

6 uruchomienie
<1,1776,1883,2026>
<2,1748,1910,1980>
<3,1748,1899,1980>
<4,1748,1882,1980>
<5,1748,1880,2000>
<6,1748,1875,1998>
<7,1748,1893,1998>
<8,1748,1869,1992>
<9,1744,1878,2002>
<10,1744,1873,1976>
<11,1690,1845,1932>
<12,1690,1825,1958>
<13,1664,1812,1968>
<14,1664,1804,1926>
<15,1664,1808,1934>
<16,1664,1803,1956>
<17,1664,1815,1956>
<18,1664,1830,1976>
<19,1664,1838,1956>
<20,1664,1850,1970>
<21,1664,1851,1970>
<22,1664,1844,1958>
<23,1664,1854,1970>
<24,1664,1852,1956>
<25,1664,1837,1956>
<26,1664,1810,1956>
<27,1664,1789,1934>
<28,1664,1778,1934>
<29,1664,1761,1934>
<30,1664,1755,1934>
<31,1664,1742,1898>
<32,1664,1749,1898>
<33,1664,1741,1898>
<34,1664,1729,1840>
<35,1664,1727,1840>
<36,1664,1726,1836>
<37,1664,1736,1836>
<38,1664,1750,1836>
<39,1664,1749,1852>
<40,1664,1748,1852>
<41,1664,1747,1852>
<42,1664,1738,1792>
<43,1664,1737,1810>
<44,1664,1735,1820>
<45,1664,1738,1820>
<46,1664,1734,1810>
<47,1664,1745,1830>
<48,1664,1750,1888>
<49,1664,1741,1778>
<50,1664,1736,1780>
<51,1664,1737,1820>
<52,1664,1744,1820>
<53,1664,1742,1772>
<54,1664,1731,1772>
<55,1664,1716,1820>
<56,1664,1725,1772>
<57,1664,1733,1810>
<58,1664,1725,1772>
<59,1664,1722,1876>
<60,1664,1722,1876>
<61,1664,1711,1784>
<62,1664,1705,1754>
<63,1664,1702,1770>
<64,1664,1693,1740>
<65,1664,1699,1754>
<66,1664,1696,1754>
<67,1664,1695,1754>
<68,1664,1704,1840>
<69,1664,1703,1754>
<70,1664,1699,1754>
<71,1664,1696,1798>
<72,1664,1690,1754>
<73,1664,1693,1754>
<74,1664,1691,1754>
<75,1664,1692,1754>
<76,1664,1691,1750>
<77,1664,1686,1754>
<78,1664,1686,1754>
<79,1664,1689,1754>
<80,1664,1689,1754>
<81,1664,1684,1754>
<82,1664,1687,1754>
<83,1664,1691,1796>
<84,1664,1699,1796>
<85,1664,1701,1796>
<86,1664,1691,1770>
<87,1652,1688,1786>
<88,1652,1686,1754>
<89,1652,1684,1714>
<90,1652,1681,1706>
<91,1652,1678,1692>
<92,1652,1677,1664>
<93,1652,1675,1664>
<94,1652,1675,1664>
<95,1652,1673,1664>
<96,1652,1675,1818>
<97,1652,1676,1818>
<98,1652,1690,1818>
<99,1652,1684,1816>
<100,1652,1674,1800>
Best: [3 10 11 2 12 5 7 6 8 1 4 9],1652

7 uruchomienie
<1,1774,1879,1984>
<2,1774,1902,1996>
<3,1734,1887,2040>
<4,1734,1883,2040>
<5,1716,1877,1970>
<6,1716,1868,1954>
<7,1716,1857,1966>
<8,1716,1845,1958>
<9,1700,1844,1950>
<10,1700,1845,1962>
<11,1700,1822,1950>
<12,1700,1805,1950>
<13,1700,1778,1860>
<14,1700,1779,1860>
<15,1700,1775,1856>
<16,1696,1772,1856>
<17,1696,1768,1864>
<18,1696,1775,1866>
<19,1696,1773,1862>
<20,1690,1768,1870>
<21,1690,1760,1860>
<22,1686,1752,1876>
<23,1686,1754,1868>
<24,1686,1748,1860>
<25,1686,1750,1860>
<26,1686,1768,1876>
<27,1686,1766,1860>
<28,1686,1765,1876>
<29,1686,1784,1868>
<30,1686,1780,1868>
<31,1686,1783,1876>
<32,1686,1786,1856>
<33,1686,1796,1876>
<34,1686,1807,1862>
<35,1686,1797,1858>
