Plik: ./data/had12.dat

Parameters:
pop_size=100,gen=100,Px=0.8,Pm0.01,tour=5,elitism=True

<nr_pokolenia, najlepsza_ocena, srednia_ocen, najgorsza_ocena>

1 uruchomienie
<27,1710,1792,1886>
<28,1710,1795,1886>
<29,1710,1803,1868>
<30,1710,1787,1856>
<31,1710,1782,1848>
<32,1710,1792,1878>
<33,1710,1779,1848>
<34,1710,1784,1856>
<35,1710,1775,1856>
<36,1710,1765,1856>
<37,1710,1772,1856>
<38,1710,1776,1856>
<39,1710,1770,1828>
<40,1710,1770,1828>
<41,1710,1764,1828>
<42,1692,1761,1828>
<43,1692,1759,1828>
<44,1692,1761,1828>
<45,1692,1765,1820>
<46,1692,1765,1816>
<47,1692,1775,1816>
<48,1692,1769,1816>
<49,1692,1769,1830>
<50,1692,1773,1860>
<51,1692,1781,1876>
<52,1692,1778,1876>
<53,1692,1775,1894>
<54,1692,1765,1854>
<55,1692,1764,1854>
<56,1692,1765,1812>
<57,1692,1761,1800>
<58,1692,1747,1800>
<59,1690,1745,1800>
<60,1690,1747,1860>
<61,1690,1748,1870>
<62,1690,1756,1894>
<63,1690,1756,1860>
<64,1690,1781,1884>
<65,1690,1793,1884>
<66,1690,1780,1856>
<67,1690,1784,1856>
<68,1690,1777,1856>
<69,1690,1769,1856>
<70,1690,1766,1856>
<71,1690,1763,1854>
<72,1690,1754,1800>
<73,1690,1745,1800>
<74,1690,1736,1800>
<75,1690,1732,1778>
<76,1690,1729,1860>
<77,1690,1736,1860>
<78,1690,1743,1888>
<79,1690,1734,1886>
<80,1690,1726,1788>
<81,1690,1727,1794>
<82,1690,1729,1798>
<83,1690,1735,1820>
<84,1690,1731,1816>
<85,1690,1736,1882>
<86,1690,1733,1878>
<87,1690,1738,1882>
<88,1690,1721,1830>
<89,1690,1729,1828>
<90,1690,1733,1828>
<91,1690,1734,1828>
<92,1690,1724,1816>
<93,1690,1716,1806>
<94,1690,1713,1806>
<95,1690,1715,1762>
<96,1690,1717,1762>
<97,1690,1717,1762>
<98,1690,1721,1762>
<99,1690,1718,1762>
<100,1690,1717,1762>
Best: [9 4 6 7 12 2 11 8 1 5 10 3],1682

9 uruchomienie
<1,1774,1890,2028>
<2,1774,1894,1972>
<3,1748,1881,1984>
<4,1746,1880,1978>
<5,1740,1881,2014>
<6,1726,1867,1982>
<7,1726,1854,2004>
<8,1726,1849,2004>
<9,1726,1834,2004>
<10,1712,1835,1944>
<11,1712,1835,1974>
<12,1712,1833,1974>
<13,1712,1839,1960>
<14,1712,1822,1964>
<15,1712,1800,1932>
<16,1712,1815,1962>
<17,1712,1804,1964>
<18,1712,1791,1916>
<19,1712,1788,1884>
<20,1712,1784,1896>
<21,1712,1794,1890>
<22,1712,1800,1844>
<23,1712,1808,1844>
<24,1712,1814,1870>
<25,1712,1806,1870>
<26,1712,1800,1878>
<27,1704,1790,1878>
<28,1704,1776,1866>
<29,1704,1766,1852>
<30,1704,1765,1852>
<31,1704,1758,1844>
<32,1704,1759,1846>
<33,1704,1753,1844>
<34,1704,1759,1844>
<35,1704,1752,1828>
<36,1676,1748,1802>
<37,1676,1742,1812>
<38,1676,1740,1808>
<39,1676,1746,1828>
<40,1676,1742,1806>
<41,1676,1745,1828>
<42,1676,1749,1804>
<43,1676,1742,1808>
<44,1676,1737,1828>
<45,1676,1740,1808>
<46,1676,1745,1812>
<47,1676,1737,1876>
<48,1676,1748,1876>
<49,1676,1745,1876>
<50,1676,1748,1836>
<51,1676,1747,1812>
<52,1676,1742,1812>
<53,1676,1737,1804>
<54,1676,1741,1798>
<55,1676,1748,1804>
<56,1676,1735,1798>
<57,1676,1736,1798>
<58,1676,1736,1798>
<59,1676,1731,1780>
<60,1676,1730,1808>
<61,1676,1740,1794>
<62,1676,1745,1780>
<63,1676,1760,1780>
<64,1676,1762,1780>
<65,1676,1754,1836>
<66,1676,1752,1836>
<67,1676,1742,1780>
<68,1676,1748,1780>
<69,1676,1753,1780>
<70,1676,1769,1924>
<71,1676,1754,1780>
<72,1676,1748,1880>
<73,1676,1730,1804>
<74,1676,1736,1780>
<75,1676,1732,1780>
<76,1676,1723,1780>
<77,1676,1720,1780>
<78,1676,1705,1780>
<79,1676,1712,1780>
<80,1676,1708,1780>
<81,1676,1707,1780>
<82,1676,1704,1816>
<83,1676,1696,1756>
<84,1676,1695,1758>
<85,1676,1692,1676>
<86,1676,1693,1732>
<87,1676,1695,1734>
<88,1676,1693,1708>
<89,1676,1692,1690>
<90,1676,1693,1690>
<91,1676,1696,1816>
<92,1676,1694,1786>
<93,1676,1693,1710>
<94,1676,1693,1726>
<95,1676,1692,1676>
<96,1676,1694,1816>
<97,1676,1692,1692>
<98,1676,1693,1692>
<99,1676,1693,1756>
<100,1676,1694,1796>
Best: [3 2 6 10 11 7 12 5 8 1 4 9],1676

10 uruchomienie
<1,1778,1888,1994>
<2,1778,1909,1972>
<3,1764,1899,1984>
<4,1740,1898,2010>
<5,1740,1884,1984>
<6,1696,1871,1984>
<7,1696,1866,1966>
<8,1696,1865,1970>
<9,1690,1856,1964>
<10,1690,1857,1974>
<11,1690,1847,1964>
<12,1690,1807,1942>
<13,1690,1819,1974>
<14,1690,1794,1974>
<15,1690,1789,1974>
<16,1690,1775,1974>
<17,1690,1764,1914>
<18,1690,1772,1938>
<19,1686,1782,1880>
<20,1686,1778,1938>
<21,1686,1770,1898>
<22,1686,1758,1874>
<23,1674,1754,1874>
<24,1674,1768,1890>
<25,1674,1761,1938>
<26,1674,1749,1910>
<27,1674,1740,1880>
<28,1674,1745,1868>
<29,1674,1740,1848>
<30,1674,1744,1848>
<31,1674,1740,1848>
<32,1674,1731,1846>
<33,1674,1732,1860>
<34,1674,1721,1832>
<35,1674,1732,1848>
